epoch,loss
1,4316.849518806704
2,2643.862727995842
3,2511.0076530210436
4,2213.2295473160284
5,2190.7450108681955
6,2164.691199518019
7,2086.475345734627
8,2000.6337851247479
9,2035.1424206149193
10,1873.068146736391
11,1815.7372062436996
12,1765.342050860005
13,1939.6183392924647
14,1821.477751701109
15,1754.082984185988
16,1857.5867250504032
17,1728.765382828251
18,1728.3446793094759
19,1690.5688909715223
20,1656.3286329700102
21,1705.9830932617188
22,1606.401652674521
23,1645.40088875063
24,1758.7303407730594
25,1508.1915558845767
26,1656.9577085433468
27,1613.8190031974545
28,1627.9573029548892
29,1565.04931148406
30,1642.3407415574598
31,1633.0901597545992
32,1573.7948273689517
33,1522.0471723002772
34,1558.378628638483
35,1480.8361462008568
36,1483.7893853956652
37,1509.8381475633191
38,1556.7422662550402
39,1471.3943924442415
40,1552.4444353657384
41,1544.6114344443045
42,1566.7061334425402
43,1463.5770342426915
44,1408.1302283502393
45,1462.663322202621
46,1449.0948702904486
47,1534.4428582960559
48,1474.1944333968625
49,1410.336150138609
50,1581.6544474940147
51,1405.6595862603956
52,1476.2813956968246
53,1477.5655773532005
54,1389.565640357233
55,1446.6121924615675
56,1482.1970785817791
57,1486.817409392326
58,1428.9060176726312
59,1434.534203314012
60,1559.7799446352067
61,1514.6927657588835
62,1462.9695483792214
63,1421.9632017074093
64,1424.3592273342995
65,1493.454115344632
66,1463.3983272429437
67,1470.9693652737526
68,1534.1058280698714
69,1507.9252358713459
70,1427.2598030336442
71,1491.854710732737
72,1507.1364529517389
73,1462.255330731792
74,1427.2005881032635
75,1416.995148689516
76,1472.377669795867
77,1410.3982652233492
78,1486.1510255875125
79,1432.6057906612273
80,1310.0326951549898
81,1411.9629536290322
82,1330.6693666519657
83,1469.5579666629915
84,1383.1405679025959
85,1369.7150327620968
86,1452.9468078613281
87,1439.3710494502898
88,1370.8560387396044
89,1357.7706121629285
90,1450.3206117691532
91,1385.0069265057964
92,1432.6418840962071
93,1350.5010799284905
94,1461.8373334330897
95,1362.1585713048134
96,1410.1115279659148
97,1401.4829770980343
98,1314.349863360005
99,1395.1910538211946
100,1409.2347293976813
101,1448.2748629662299
102,1406.7647212859124
103,1378.0794185515374
104,1353.517347766507
105,1405.083698887979
106,1399.7981459094633
107,1370.8950746597782
108,1379.3195091985888
109,1413.7760019610005
110,1314.4474546370968
111,1327.8771145728326
112,1358.7637545677924
113,1289.2417366273942
114,1412.7299066358996
